date,position,track_id,track_name,artist,streams
2018-01-01,1,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,155633
2018-01-01,2,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,134756
2018-01-01,3,3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),Maroon 5,130898
2018-01-01,4,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,130798
2018-01-01,5,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,125472
2018-01-01,6,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,117846
2018-01-01,7,42nrX5b8ZUYRcw2puNY8tb,Titibo-Tibo,Moira Dela Torre,108928
2018-01-01,8,7EmGUiUaOSGDnUUQUDrOXC,Wolves,Selena Gomez,104566
2018-01-01,9,74ODGXs4byLTRdnKGM4s6E,Super Far,LANY,102027
2018-01-01,10,6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,96539
2018-01-01,11,5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,96488
2018-01-01,12,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,94628
2018-01-01,13,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,91602
2018-01-01,14,3YQp6N0vdiLEhpqKjRcN2L,Hayaan Mo Sila (Inspired by I'm the One),Ex Battalion,77669
2018-01-01,15,4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,76165
2018-01-01,16,32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,72813
2018-01-01,17,0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue,71990
2018-01-01,18,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,71734
2018-01-01,19,6mrKP2jyIQmM0rw6fQryjr,Let You Down,NF,70315
2018-01-01,20,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,70222
2018-01-01,21,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,69903
2018-01-01,22,5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),Eminem,68396
2018-01-01,23,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,Inigo Pascual,67695
2018-01-01,24,2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),Clean Bandit,63751
2018-01-01,25,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,62964
2018-01-01,26,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,61467
2018-01-01,27,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,59999
2018-01-01,28,1WtpRQUvbyZAoEchymInA9,"Sundo - From ""The Good Son""",Moira Dela Torre,58939
2018-01-01,29,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,58086
2018-01-01,30,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,57813
2018-01-01,31,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,57015
2018-01-01,32,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,56242
2018-01-01,33,2OALaHcDdKkjYEpAr0Qzab,Lonely Together (feat. Rita Ora),Avicii,56129
2018-01-01,34,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,55782
2018-01-01,35,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,53919
2018-01-01,36,0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),DJ Snake,53456
2018-01-01,37,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,53106
2018-01-01,38,46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,52593
2018-01-01,39,3m660poUr1chesgkkjQM7P,Sorry Not Sorry,Demi Lovato,52045
2018-01-01,40,6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,51389
2018-01-01,41,0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,Kaye Cal,50752
2018-01-01,42,7wGoVu4Dady5GV0Sv4UIsx,rockstar,Post Malone,50567
2018-01-01,43,0RGUIOZtmOXTWOy5EjvQbP,Paris in the Rain,Lauv,50362
2018-01-01,44,0dPBlz8N0veeceejtuvpPz,ILYSB,LANY,49788
2018-01-01,45,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,49534
2018-01-01,46,38yBBH2jacvDxrznF7h08J,Slow Hands,Niall Horan,48821
2018-01-01,47,6xQs6y6CpDqK9VKCktApEL,Hiling,Mark Carpio,47575
2018-01-01,48,6NFKf8vBApSvtzkapYmnVR,Tadhana,Up Dharma Down,47235
2018-01-01,49,7y4JznkAv2W3IKw9T1o2VK,New,Daya,47228
2018-01-01,50,6VpQdig9pdpTSIFItgkJV5,Never Be the Same,Camila Cabello,46986
2018-01-01,51,5NDUXbMwcnTQp66tI2zcdR,Fresh Eyes,Andy Grammer,46198
2018-01-01,52,5yFSF6qQA1rcLsQRnBsZgb,All Falls Down (feat. Juliander),Alan Walker,45207
2018-01-01,53,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,44062
2018-01-01,54,7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,42369
2018-01-01,55,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy,41404
2018-01-01,56,6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah Firebrace,40880
2018-01-01,57,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,40693
2018-01-01,58,7j4IOedQQtMpSHEvyXZsHI,ILYSB - STRIPPED,LANY,40122
2018-01-01,59,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,40112
2018-01-01,60,1ER60P43ftVOLaMRvBfpnt,Don't Know What To Do (Don't Know What To Say),Mark Carpio,39974
2018-01-01,61,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,39337
2018-01-01,62,6Pw3Gvw4wNMZfTYZa6IQal,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,38621
2018-01-01,63,0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,Silent Sanctuary,37489
2018-01-01,64,4v094LQ9eF10k2O2Te2ngK,Too Much To Ask,Niall Horan,36795
2018-01-01,65,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,35898
2018-01-01,66,1Qg9jWGDkKAGZXj5v2OG59,Wait,Maroon 5,35878
2018-01-01,67,2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,SUD,35368
2018-01-01,68,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,35124
2018-01-01,69,0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,34876
2018-01-01,70,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,34404
2018-01-01,71,0I20rLT2MJDhcF96AjbNYo,Stay,Zedd,34058
2018-01-01,72,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,33713
2018-01-01,73,6VCrPY3rpckaEU8KXBITVJ,"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",The Juans,33568
2018-01-01,74,5uu28fUesZMl89lf9CLrgN,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,33150
2018-01-01,75,7krbSH3rd8lhIZvuzTV3Bl,Naked,James Arthur,32840
2018-01-01,76,7EI6Iki24tBHAMxtb4xQN2,Anywhere,Rita Ora,32736
2018-01-01,77,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,32180
2018-01-01,78,1JhRlvSiWkOk8tlUj43ahm,Malayo Na Tayo,Silent Sanctuary,31793
2018-01-01,79,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,31560
2018-01-01,80,0tPQPaOKM32WgMSbPCYyRH,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,30825
2018-01-01,81,2IMODbij0lZ5CuAjZi0IDE,Sila,SUD,30160
2018-01-01,82,42CeaId2XNlxugDvyqHfDf,Candy Paint,Post Malone,29960
2018-01-01,83,01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,Michael Pangilinan,29094
2018-01-01,84,7sW3f7PqDV7BQ7qqeVBJIA,Migraine,Moonstar88,28666
2018-01-01,85,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,28447
2018-01-01,86,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,28124
2018-01-01,87,152lZdxL1OR0ZMW6KquMif,Location,Khalid,26497
2018-01-01,88,2z4pcBLQXF2BXKFvd0BuB6,Tip Toe (feat. French Montana),Jason Derulo,26442
2018-01-01,89,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,26166
2018-01-01,90,6875MeXyCW0wLyT72Eetmo,Starving,Hailee Steinfeld,26094
2018-01-01,91,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,25932
2018-01-01,92,3zgs1f6Tj0mn29qTXJuhSY,13,LANY,25085
2018-01-01,93,2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,Juris,24895
2018-01-01,94,3qk4wRMDlaeagZGjSYbsOV,Sober,G-Eazy,24760
2018-01-01,95,6kxmBja0pKhbBXiAMMeXwh,Ain't That Why,R3HAB,24539
2018-01-01,96,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,24291
2018-01-01,97,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,24056
2018-01-01,98,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,23898
2018-01-01,99,2x0WlnmfG39ZuDmstl9xfX,End Game,Taylor Swift,23892
2018-01-01,100,0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,23750
2018-01-01,101,2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,23655
2018-01-01,102,4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,Hale,23581
2018-01-01,103,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,G-Eazy,23457
2018-01-01,104,3gfmFoJgmn9LiIj5mV8oSS,I Just Can't,R3HAB,23396
2018-01-01,105,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,23186
2018-01-01,106,5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,Daryl Ong,23044
2018-01-01,107,5troof8mcGO3AafoDbk1gc,Look What You Made Me Do,Taylor Swift,22885
2018-01-01,108,29xs643Q96uQLD8f7SxYYw,Sa'yo,Silent Sanctuary,22858
2018-01-01,109,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,22804
2018-01-01,110,2PJ55QsqjSVwN2esqfMDFu,We Could Go Back,Jonas Blue,22642
2018-01-01,111,5gIRPQWULwrvIt0F6pY7ph,Stranger Things (feat. OneRepublic),Kygo,22609
2018-01-01,112,39afswHs17v53znQm1gDTY,Take A Bow,Rihanna,22406
2018-01-01,113,2RttW7RAu5nOAfq6YFvApB,Happier,Ed Sheeran,22152
2018-01-01,114,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,22100
2018-01-01,115,2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld,22022
2018-01-01,116,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,21695
2018-01-01,117,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,21503
2018-01-01,118,0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,21486
2018-01-01,119,0RTzJVkunbGwuRjXDFHnjf,Dreamer,Axwell /\ Ingrosso,21288
2018-01-01,120,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,21208
2018-01-01,121,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Daniel Caesar,21183
2018-01-01,122,5bZtRlMBU76vHuDOb1GM5u,Perfect Strangers,Jonas Blue,21127
2018-01-01,123,75FDPwaULRdYDn4StFN2rT,Bartier Cardi (feat. 21 Savage),Cardi B,21072
2018-01-01,124,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,20945
2018-01-01,125,0qt9ivU6UEP3YdNUiZsnYR,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",Darren Espanto,20935
2018-01-01,126,4b4KcovePX8Ke2cLIQTLM0,All Night,The Vamps,20809
2018-01-01,127,22J11hk99ZEcWGcEc9wszk,Need You,Ex Battalion,20725
2018-01-01,128,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,20638
2018-01-01,129,0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",Sarah Geronimo,20008
2018-01-01,130,6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,MYMP,19911
2018-01-01,131,39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,Julie Anne San Jose,19845
2018-01-01,132,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,19780
2018-01-01,133,71bBFbfn2OBK5QwUJSLS44,More Than You Know,Axwell /\ Ingrosso,19713
2018-01-01,134,4SRqDmPxYX0pUb5B5ut2Ri,So Sick,Ne-Yo,19675
2018-01-01,135,5SE57ljOIUJ1ybL9U6CuBH,DNA,BTS,19638
2018-01-01,136,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,19634
2018-01-01,137,1ZY1PqizIl78geGM4xWlEA,Gorgeous,Taylor Swift,19613
2018-01-01,138,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,19489
2018-01-01,139,4V6MRo0CEAC9MwAm7dkPuL,Real Friends,Camila Cabello,19363
2018-01-01,140,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,19095
2018-01-01,141,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,19086
2018-01-01,142,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,Ed Sheeran,19032
2018-01-01,143,6CHpr3pY2MbJ5y1076UDnI,The Day You Said Goodnight - Acoustic Version,Hale,19001
2018-01-01,144,1VvFtp71ibaXiHxurBlXuw,Before I Let You Go,Freestyle,18956
2018-01-01,145,67EY6aDoIx8czEPS6a2AaI,The Man Who Can't Be Moved,The Script,18799
2018-01-01,146,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,18634
2018-01-01,147,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,18584
2018-01-01,148,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,18321
2018-01-01,149,1zsG4eaZmkA1dvjDDsAGLK,Échame La Culpa,Luis Fonsi,18292
2018-01-01,150,3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,18105
2018-01-01,151,2qqte0XT0eFFVLuNP7Qena,Paano Ba Ang Magmahal,Piolo Pascual,18097
2018-01-01,152,3VcVQmMivq2ISfKUmIuvMK,Rainbow,South Border,17834
2018-01-01,153,6NFyWDv5CjfwuzoCkw47Xf,Delicate,Taylor Swift,17743
2018-01-01,154,1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,17679
2018-01-01,155,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,17663
2018-01-01,156,135ggzbjOogZ75IQ0LQi8r,Ang Huling El Bimbo,Eraserheads,17647
2018-01-01,157,5Htb1uFQ1KrkFXlefS8oGj,Tell Me You Love Me,Demi Lovato,17558
2018-01-01,158,6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),South Border,17548
2018-01-01,159,5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,17518
2018-01-01,160,1a1i2IwXnUN0PjllVEhA4B,Breakeven,The Script,17501
2018-01-01,161,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,17388
2018-01-01,162,5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,Al James,17246
2018-01-01,163,5zMR44ZH4KVZj4FlhTj3SE,Magbalik,Callalily,17204
2018-01-01,164,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,17161
2018-01-01,165,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,17110
2018-01-01,166,3jhligm7HycklC8M3CcXnM,Good Girls,LANY,17081
2018-01-01,167,3OpGUlDmRUXh0NkIYWoIlD,Your Song,Parokya Ni Edgar,16898
2018-01-01,168,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,16828
