position,track_name,artist,streams,URL,date
1,Despacito - Remix,Luis Fonsi,211317,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-08-01
2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,151839,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-08-01
3,Mama,Jonas Blue,141253,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-08-01
4,Strip That Down,Liam Payne,139586,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-08-01
5,Attention,Charlie Puth,119290,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-08-01
6,Super Far,LANY,114710,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-08-01
7,I Like Me Better,Lauv,113552,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-08-01
8,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,113299,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2017-08-01
9,There for You,Martin Garrix,112591,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-08-01
10,2U (feat. Justin Bieber),David Guetta,111094,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-08-01
11,Shape of You,Ed Sheeran,111024,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-08-01
12,Dahil Sa'Yo,Inigo Pascual,108789,https://open.spotify.com/track/4ai7c2BUjNpElhZdZDH7qF,2017-08-01
13,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,108385,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa,2017-08-01
14,Something Just Like This,The Chainsmokers,103683,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-08-01
15,Say You Won't Let Go,James Arthur,103421,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-08-01
16,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,99570,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-08-01
17,Symphony (feat. Zara Larsson),Clean Bandit,99448,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-08-01
18,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,97585,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-08-01
19,Slow Hands,Niall Horan,96351,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-08-01
20,Sorry Not Sorry,Demi Lovato,95085,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,2017-08-01
21,Thunder,Imagine Dragons,94629,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-08-01
22,That's What I Like,Bruno Mars,93711,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-08-01
23,There's Nothing Holdin' Me Back,Shawn Mendes,91679,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-08-01
24,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,89631,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-08-01
25,No Promises (feat. Demi Lovato),Cheat Codes,88647,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-08-01
26,Your Song,Rita Ora,88122,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,2017-08-01
27,Most Girls,Hailee Steinfeld,85493,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,2017-08-01
28,Fetish (feat. Gucci Mane),Selena Gomez,81010,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq,2017-08-01
29,Down,Fifth Harmony,73330,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ,2017-08-01
30,Versace on the Floor,Bruno Mars,73235,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-08-01
31,Sila,SUD,70956,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2017-08-01
32,The Cure,Lady Gaga,70615,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-08-01
33,Crying in the Club,Camila Cabello,69815,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,2017-08-01
34,Stay (with Alessia Cara),Zedd,69016,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-08-01
35,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,67539,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2017-08-01
36,Tadhana,Up Dharma Down,65729,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2017-08-01
37,Good Life (with G-Eazy & Kehlani),G-Eazy,65344,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,2017-08-01
38,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,65262,https://open.spotify.com/track/6Pw3Gvw4wNMZfTYZa6IQal,2017-08-01
39,Bad Liar,Selena Gomez,64685,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,2017-08-01
40,Fresh Eyes,Andy Grammer,63887,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-08-01
41,Hiling,Mark Carpio,62768,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL,2017-08-01
42,Why Can't It Be,Kaye Cal,62712,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga,2017-08-01
43,Galway Girl,Ed Sheeran,58855,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-08-01
44,Pasensya Ka Na,Silent Sanctuary,58635,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2017-08-01
45,It's Gotta Be You,Isaiah,57128,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-08-01
46,Perfect,Ed Sheeran,56470,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-08-01
47,Touch,Little Mix,56459,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-08-01
48,Perfect Strangers,Jonas Blue,55820,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-08-01
49,Location,Khalid,52539,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-08-01
50,Reminding Me,Shawn Hook,52206,https://open.spotify.com/track/4gqMQftUs22F8pOGVn5Acr,2017-08-01
51,Photograph,Ed Sheeran,51111,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-08-01
52,New Rules,Dua Lipa,49781,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-08-01
53,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,48917,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-08-01
54,The Scientist,Coldplay,46274,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-01
55,Glorious (feat. Skylar Grey),Macklemore,44776,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR,2017-08-01
56,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,44402,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-08-01
57,Young Dumb & Broke,Khalid,42656,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-08-01
