position,track_name,artist,streams,URL,date
1,Too Good At Goodbyes - Edit,Sam Smith,209338,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,2017-11-01
2,Perfect,Ed Sheeran,207263,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-11-01
3,Young Dumb & Broke,Khalid,188701,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-11-01
4,Havana,Camila Cabello,175941,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-11-01
5,What Lovers Do,Maroon 5,162616,https://open.spotify.com/track/5SDCeGVT08a1RMXIBJF2O5,2017-11-01
6,New Rules,Dua Lipa,153254,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-11-01
7,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,131588,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-11-01
8,Super Far,LANY,117433,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-11-01
9,I Like Me Better,Lauv,114630,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-11-01
10,How Long,Charlie Puth,110277,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2017-11-01
11,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,106930,https://open.spotify.com/track/4aUf4lzQ1di5JajZ4a9FuI,2017-11-01
12,Mama,Jonas Blue,94328,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-11-01
13,Dusk Till Dawn - Radio Edit,ZAYN,93994,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-11-01
14,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,93550,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2017-11-01
15,Wolves,Selena Gomez,84981,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,2017-11-01
