position,track_name,artist,streams,URL,date
1,Too Good At Goodbyes - Edit,Sam Smith,267025,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,2017-10-01
2,Perfect,Ed Sheeran,207274,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-10-01
3,Young Dumb & Broke,Khalid,194868,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-10-01
4,What Lovers Do (feat. SZA),Maroon 5,162117,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt,2017-10-01
5,New Rules,Dua Lipa,155819,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-10-01
6,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,153750,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-10-01
7,Look What You Made Me Do,Taylor Swift,141638,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,2017-10-01
8,Super Far,LANY,136999,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-10-01
9,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,134508,https://open.spotify.com/track/4aUf4lzQ1di5JajZ4a9FuI,2017-10-01
10,I Like Me Better,Lauv,133557,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-10-01
11,Sorry Not Sorry,Demi Lovato,122476,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,2017-10-01
12,Havana,Camila Cabello,121165,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-10-01
13,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,115303,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-10-01
14,Mama,Jonas Blue,113121,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-10-01
15,Strip That Down,Liam Payne,112043,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-10-01
16,Dusk Till Dawn - Radio Edit,ZAYN,107669,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-10-01
17,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,100377,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa,2017-10-01
18,Despacito - Remix,Luis Fonsi,98211,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-10-01
19,Dahil Sa'Yo,Inigo Pascual,95460,https://open.spotify.com/track/4ai7c2BUjNpElhZdZDH7qF,2017-10-01
20,Thunder,Imagine Dragons,89987,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-10-01
21,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,89607,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-10-01
22,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,85827,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2017-10-01
23,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,85476,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2017-10-01
24,Too Much To Ask,Niall Horan,81818,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm,2017-10-01
25,Silence,Marshmello,81091,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-10-01
26,There for You,Martin Garrix,80433,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-10-01
27,Attention,Charlie Puth,79164,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-10-01
28,A Different Way (with Lauv),DJ Snake,74390,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP,2017-10-01
29,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,74334,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-10-01
30,Something Just Like This,The Chainsmokers,73952,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-10-01
31,Lonely Together (feat. Rita Ora),Avicii,72009,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,2017-10-01
32,Slow Hands,Niall Horan,71556,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-10-01
33,Say You Won't Let Go,James Arthur,70165,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-10-01
34,rockstar,Post Malone,69768,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,2017-10-01
