Position,Track Name,Artist,Streams,URL,Date,Region
1,Despacito - Remix,Luis Fonsi,211317,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-08-01,ph
2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,151839,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-08-01,ph
3,Mama,Jonas Blue,141253,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-08-01,ph
4,Strip That Down,Liam Payne,139586,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-08-01,ph
5,Attention,Charlie Puth,119290,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-08-01,ph
6,Super Far,LANY,114710,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-08-01,ph
7,I Like Me Better,Lauv,113552,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-08-01,ph
8,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,113299,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2017-08-01,ph
9,There for You,Martin Garrix,112591,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-08-01,ph
10,2U (feat. Justin Bieber),David Guetta,111094,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-08-01,ph
11,Shape of You,Ed Sheeran,111024,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-08-01,ph
12,Dahil Sa'Yo,Inigo Pascual,108789,https://open.spotify.com/track/4ai7c2BUjNpElhZdZDH7qF,2017-08-01,ph
13,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,108385,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa,2017-08-01,ph
14,Something Just Like This,The Chainsmokers,103683,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-08-01,ph
15,Say You Won't Let Go,James Arthur,103421,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-08-01,ph
16,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,99570,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-08-01,ph
17,Symphony (feat. Zara Larsson),Clean Bandit,99448,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-08-01,ph
18,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,97585,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-08-01,ph
19,Slow Hands,Niall Horan,96351,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-08-01,ph
