Position,Track Name,Artist,Streams,URL,Date,Region
1,Look What You Made Me Do,Taylor Swift,245490,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,2017-09-01,ph
2,Despacito - Remix,Luis Fonsi,157321,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-09-01,ph
3,Young Dumb & Broke,Khalid,151692,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-09-01,ph
4,Super Far,LANY,147550,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E,2017-09-01,ph
5,I Like Me Better,Lauv,146151,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-09-01,ph
6,Strip That Down,Liam Payne,135891,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-09-01,ph
7,Mama,Jonas Blue,132410,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,2017-09-01,ph
8,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,132003,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,2017-09-01,ph
9,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,127204,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-09-01,ph
10,Sorry Not Sorry,Demi Lovato,121039,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex,2017-09-01,ph
11,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,120691,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa,2017-09-01,ph
12,Havana,Camila Cabello,114088,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-09-01,ph
13,New Rules,Dua Lipa,113611,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-09-01,ph
14,Friends (with BloodPop®),Justin Bieber,112749,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2017-09-01,ph
15,Attention,Charlie Puth,108748,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-09-01,ph
16,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,102639,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017-09-01,ph
17,Dahil Sa'Yo,Inigo Pascual,101439,https://open.spotify.com/track/4ai7c2BUjNpElhZdZDH7qF,2017-09-01,ph
18,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,100124,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2017-09-01,ph
19,Slow Hands,Niall Horan,99673,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-09-01,ph
20,Shape of You,Ed Sheeran,99092,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-09-01,ph
21,There for You,Martin Garrix,98489,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-09-01,ph
22,2U (feat. Justin Bieber),David Guetta,96961,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-09-01,ph
23,Say You Won't Let Go,James Arthur,96921,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-09-01,ph
24,Thunder,Imagine Dragons,94091,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,2017-09-01,ph
25,Silence,Marshmello,83284,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-09-01,ph
26,Your Song,Rita Ora,82384,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,2017-09-01,ph
27,No Promises (feat. Demi Lovato),Cheat Codes,79486,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-09-01,ph
28,Something Just Like This,The Chainsmokers,78135,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-09-01,ph
29,There's Nothing Holdin' Me Back,Shawn Mendes,77707,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-09-01,ph
30,Down,Fifth Harmony,74373,https://open.spotify.com/track/20H2Hd5AkUcRjB4yL3UQtJ,2017-09-01,ph
31,That's What I Like,Bruno Mars,73863,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-09-01,ph
