Position,Track Name,Artist,Streams,URL,Date,Region
1,Shape of You,Ed Sheeran,198652,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-01,ph
2,Something Just Like This,The Chainsmokers,178848,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-05-01,ph
3,That's What I Like,Bruno Mars,174715,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-05-01,ph
4,Say You Won't Let Go,James Arthur,142826,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-05-01,ph
5,Stay (with Alessia Cara),Zedd,135557,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-05-01,ph
6,Versace on the Floor,Bruno Mars,134333,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-05-01,ph
7,Symphony (feat. Zara Larsson),Clean Bandit,129362,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-05-01,ph
8,I'm the One,DJ Khaled,118655,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,2017-05-01,ph
9,Good Life (with G-Eazy & Kehlani),G-Eazy,117125,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,2017-05-01,ph
10,It Ain't Me (with Selena Gomez),Kygo,106746,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-05-01,ph
11,Touch,Little Mix,106530,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-05-01,ph
12,There's Nothing Holdin' Me Back,Shawn Mendes,97919,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-05-01,ph
13,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,97836,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-05-01,ph
14,Scared to Be Lonely,Martin Garrix,94135,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh,2017-05-01,ph
15,Paris,The Chainsmokers,93769,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-05-01,ph
16,Attention,Charlie Puth,92940,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-05-01,ph
17,The One,The Chainsmokers,89355,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-05-01,ph
18,Starving,Hailee Steinfeld,87642,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-05-01,ph
19,Despacito - Remix,Luis Fonsi,86641,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-01,ph
20,Call On Me - Ryan Riback Extended Remix,Starley,83430,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-05-01,ph
